Precinct,Address,City,Zip,County,geometry,lon,lat
Frazer United Methodist Church,6000 Atlanta Hwy.,Montgomery,36117,Montgomery,POINT (-86.19712067000003 32.381427759999966),-86.19712067000003,32.381427759999966
Eastmont Baptist Church,4505 Atlanta Hwy.,Montgomery,36109,Montgomery,POINT (-86.22757720999999 32.38286208999998),-86.22757720999999,32.38286208999998
Dalraida Church of Christ,3740 Atlanta Hwy.,Montgomery,36109,Montgomery,POINT (-86.25068665 32.38306045999996),-86.25068665,32.38306045999996
Prairie Farms Rec Center,45 Tysonville Road,Shorter,36075,Macon,POINT (-85.99469999999997 32.386700000000005),-85.99469999999997,32.386700000000005
Eastdale Baptist Church,400 Burbank Dr.,Montgomery,36117,Montgomery,POINT (-86.19840000000002 32.39000000000002),-86.19840000000002,32.39000000000002
Passion Church - Montgomery,6825 Wares Ferry Rd.,Montgomery,36117,Montgomery,POINT (-86.18080901999998 32.40631484999998),-86.18080901999998,32.40631484999998
Lagoon Park - Pete Peterson Lodge,2635 Gunter Park Dr. E.,Montgomery,36109,Montgomery,POINT (-86.22518921000002 32.415882110000034),-86.22518921000002,32.415882110000034
Union Chapel AME Church,3100 Old Wetumpka Hwy.,Montgomery,36110,Montgomery,POINT (-86.22198486000002 32.42712402),-86.22198486000002,32.42712402
Finchburg/Wainwright Fire Station,101 Firehouse rd,Tallassee,36078,Monroe,POINT (-85.82879999999996 32.50159999999999),-85.82879999999996,32.50159999999999
Midland City,11740 Co. Rd. 59,Midland City,36350,Dale,POINT (-85.51249999999997 31.39709999999997),-85.51249999999997,31.39709999999997
Haleburg,1396 Main Street,Columbia,36319,Henry,POINT (-85.13731131999998 31.40702264000003),-85.13731131999998,31.40702264000003
Newville,162 North Railroad Street,Newville,36353,Henry,POINT (-85.33738003999996 31.421450039999957),-85.33738003999996,31.421450039999957
Ewell,2215 E. Hwy 27,Ozark,36360,Dale,POINT (-85.57633056999997 31.424365280000025),-85.57633056999997,31.424365280000025
Ozark,320 E. College St.,Ozark,36360,Dale,POINT (-85.63880000000005 31.45619999999997),-85.63880000000005,31.45619999999997
Bertha,4239 Co. Rd. 69,Newville,36353,Dale,POINT (-85.44699999999997 31.514199999999995),-85.44699999999997,31.514199999999995
Union,1804 State Highway 95 South,Shorterville,36373,Henry,POINT (-85.19095175999999 31.520127469999984),-85.19095175999999,31.520127469999984
Skipperville,5088 Hwy 105,Skipperville,36374,Dale,POINT (-85.54887329000002 31.557585559999982),-85.54887329000002,31.557585559999982
Rocky Head,1991 Hwy 51,Ariton,36311,Dale,POINT (-85.76659274 31.56712257000002),-85.76659274,31.56712257000002
Ariton,224 E. Main St.,Ariton,36311,Dale,POINT (-85.71610000000001 31.60049999999998),-85.71610000000001,31.60049999999998
Clopton,13662 Hwy 105,Skipperville,36374,Dale,POINT (-85.42840213000004 31.61129572999998),-85.42840213000004,31.61129572999998
Hamilton Cross Roads,74 County Road 4435,Brundidge,36010,Pike,POINT (-85.80724335 31.64164733999996),-85.80724335,31.64164733999996
Blue Springs City Hall,2751 Highway 10,Clio,36017,Barbour,POINT (-85.49130902999998 31.66094609999998),-85.49130902999998,31.66094609999998
Elamville VFD,4102 Highway 51 South,Ariton,36311,Barbour,POINT (-85.65720763999997 31.667617529999973),-85.65720763999997,31.667617529999973
Bakerhill Town Hall,1896 Highway 131,Baker Hill,36311,Barbour,POINT (-85.55319999999998 31.688099999999967),-85.55319999999998,31.688099999999967
Sweet Pilgrim Church,3046 County Road 4408,Brundidge,36010,Pike,POINT (-85.76918793000004 31.759813309999988),-85.76918793000004,31.759813309999988
Enon County Building,2155 County Road 6631,Banks,36005,Pike,POINT (-85.70112609999998 31.805574419999974),-85.70112609999998,31.805574419999974
Bevill Center,3223 South Eufaula Avenue,Eufaula,36027,Barbour,POINT (-85.16699513999995 31.842480550000044),-85.16699513999995,31.842480550000044
McCoo School,School Street,Eufaula,36027,Barbour,POINT (-85.14139999999998 31.88199999999998),-85.14139999999998,31.88199999999998
Eufaula Water Board,840 West Washington Street,Eufaula,36027,Barbour,POINT (-85.15693665000002 31.88819999999996),-85.15693665000002,31.88819999999996
Sanford Avenue Gym,422 Sanford Avenue,Eufaula,36027,Barbour,POINT (-85.15092667999996 31.897428679999976),-85.15092667999996,31.897428679999976
Fellowship Baptist Church,Highway 30,Eufaula,36027,Barbour,POINT (-85.15082170999997 31.91425065999997),-85.15082170999997,31.91425065999997
Eufaula Community Center,452 Lake Drive,Eufaula,36027,Barbour,POINT (-85.14157879000003 31.916999999999987),-85.14157879000003,31.916999999999987
Three Notch Precinct,28963 Highway 82,Midway,36053,Bullock,POINT (-85.29709999999997 32.01039999999999),-85.29709999999997,32.01039999999999
Aberfoil,14473 Highway 29,Union Springs,36089,Bullock,POINT (-85.68709999999996 32.06768737000002),-85.68709999999996,32.06768737000002
Springhill VFD,115 M P Comer Road,Eufaula,36027,Barbour,POINT (-85.32561139000002 32.07460331),-85.32561139000002,32.07460331
"Town of Midway, Midway County",703 Old Troy Road,Midway,36053,Bullock,POINT (-85.52942223000001 32.07570432999997),-85.52942223000001,32.07570432999997
Sardis,4395 Highway 223,Union Springs,36089,Bullock,POINT (-85.76111348000005 32.09214033),-85.76111348000005,32.09214033
Peachburg,5583 Peachburg Road,Union Springs,36089,Bullock,POINT (-85.62509999999999 32.16260000000003),-85.62509999999999,32.16260000000003
Guerryton,26 Sparks Lane,Hurtsboro,36860,Bullock,POINT (-85.48240000000003 32.20510000000002),-85.48240000000003,32.20510000000002
Hurtsboro City Volunteer Fire Dept.,405 Daniel Street,Hurtsboro,36860,Russell,POINT (-85.41652314000002 32.24264628000004),-85.41652314000002,32.24264628000004
Hatchechubbee Volunteer Fire Dept,495 Blanding Road,Hatchechubbee,36858,Russell,POINT (-85.27505484000001 32.26922630999997),-85.27505484000001,32.26922630999997
Old Russell County Courthouse,5 Jackson Street,Seale,36875,Russell,POINT (-85.16886121999998 32.29790000000003),-85.16886121999998,32.29790000000003
Fort Mitchell Community Center,870 Hwy 165,Fort Mitchell,36856,Russell,POINT (-85.01156372999996 32.30778025000004),-85.01156372999996,32.30778025000004
Tuskeegee Municipal Complex,101 Fonville St,Tuskegee,36083,Macon,POINT (-85.69349999999996 32.42199999999997),-85.69349999999996,32.42199999999997
"Margaret Murray Washington Hall, Tuskegee University Campus",1200 W. Montgomery Rd.,Tuskegee,36088,Macon,POINT (-85.70818943999998 32.429078890000014),-85.70818943999998,32.429078890000014
CVCC,2605 College Dr,Phenix City,36869,Russell,POINT (-85.02934516000003 32.429099999999984),-85.02934516000003,32.429099999999984
Thompson,437 W Railroad Avenue,Union Springs,36089,Bullock,POINT (-85.68888920000002 32.43031079999998),-85.68888920000002,32.43031079999998
Star Mindingall Water,3240 Franklin Road,Tuskegee,36088,Macon,POINT (-85.71940000000004 32.43289999999998),-85.71940000000004,32.43289999999998
Spencer Recreation Center,400 8th Avenue South,Phenix City,36869,Russell,POINT (-85.00250000000001 32.43880000000001),-85.00250000000001,32.43880000000001
Crawford Volunteer Fire Dept,6 Hwy 169 S,Phenix City,36869,Russell,POINT (-85.17905556999997 32.44904448999996),-85.17905556999997,32.44904448999996
Brownville Vol. Fire Department,350 Rogers Road,Tuskegee,36083,Macon,POINT (-85.49411777000003 32.45656907000002),-85.49411777000003,32.45656907000002
Central Activities Building,1500 14th Street,Phenix City,36867,Russell,POINT (-85.01239999999997 32.472799999999964),-85.01239999999997,32.472799999999964
Russell County Courthouse,501 14th Street,Phenix City,36867,Russell,POINT (-85.00080000000004 32.472899999999974),-85.00080000000004,32.472899999999974
National Guard Armonry,3614 South Railroad Street,Phenix City,36867,Russell,POINT (-85.02515444000004 32.483899879999996),-85.02515444000004,32.483899879999996
Roy Martin Center,1100 Airport Road,Phenix City,36867,Russell,POINT (-85.00140000000003 32.49969999999999),-85.00140000000003,32.49969999999999
Salem-Crawford Fire Dept #2,10801 AL Highway 169,Salem,36874,Lee,POINT (-85.23830475999996 32.50742192000004),-85.23830475999996,32.50742192000004
Glenwood School Gym,5801 Summerville Rd,Smiths Station,36877,Lee,POINT (-85.03019999999998 32.52179999999997),-85.03019999999998,32.52179999999997
Glenwood School Gym,5801 Summerville Rd,Smiths Station,36877,Lee,POINT (-85.03019999999998 32.52179999999997),-85.03019999999998,32.52179999999997
Smiths Station Senior Center,3172 Lee Road 242,Smiths Station,36877,Lee,POINT (-85.11759009000001 32.522231349999956),-85.11759009000001,32.522231349999956
Dixie Volunteer Fire Dept,15 Lamb Road,Opelika,36804,Russell,POINT (-85.26670051000004 32.527690400000004),-85.26670051000004,32.527690400000004
Smiths Jr High School Gym,1100 Lee Rd 298,Smiths Station,36877,Lee,POINT (-85.10059999999996 32.53769999999997),-85.10059999999996,32.53769999999997
Providence Baptist,2807 Lee Road 166,Opelika,36804,Lee,POINT (-85.34123422 32.55227826000004),-85.34123422,32.55227826000004
Notasulga Town Hall,76 W Main St,Notasulga,36866,Macon,POINT (-85.67100000000002 32.56069999999999),-85.67100000000002,32.56069999999999
D-4 Community Center,351 Lori Lane,Notasulga,36866,Macon,POINT (-85.75196617000002 32.576966170000006),-85.75196617000002,32.576966170000006
Clarion Inn,1577 S College St,Auburn,36832,Lee,POINT (-85.49706267999997 32.57816695999997),-85.49706267999997,32.57816695999997
Wacoochee School Library,125 Lee Road 254,Salem,36874,Lee,POINT (-85.22405946 32.59557083999997),-85.22405946,32.59557083999997
Dean Rd Rec Center,307 S Dean Rd,Auburn,36830,Lee,POINT (-85.46440125000002 32.60179900999997),-85.46440125000002,32.60179900999997
Loachapoka Community Center,6091 Stage Rd,Loachapoka,36865,Lee,POINT (-85.59134440000001 32.60425739999999),-85.59134440000001,32.60425739999999
Boykin Gym,410 Boykin St,Auburn,36832,Lee,POINT (-85.49317932000001 32.61246489999998),-85.49317932000001,32.61246489999998
Frank Brown Rec Center,235 Opelika Rd,Auburn,36830,Lee,POINT (-85.47853088 32.61248779),-85.47853088,32.61248779
Boyd Voting Trailer,8181 Carl Turk 12,Boyd,35470,Sumter,POINT (-88.30221897999998 32.62023782999998),-88.30221897999998,32.62023782999998
Epes Community Center,26266 Dr MLK Hwy,Epes,35460,Sumter,POINT (-88.12663043 32.689300000000024),-88.12663043,32.689300000000024
Emelle City Hall,123 Dailey Ave,Emelle,35459,Sumter,POINT (-88.31520000000005 32.72958637),-88.31520000000005,32.72958637
Gainesville City Hall,9380 State St,Gainesville,35464,Sumter,POINT (-88.16190000000002 32.81989999999998),-88.16190000000002,32.81989999999998
Geiger City Hall,201 Broadway,Geiger,35459,Sumter,POINT (-88.30750122000005 32.86844023999997),-88.30750122000005,32.86844023999997
FOSTERS FIRE DEPT  (FOSTERS-RALPH VFD STATION 1),14661 GAINSVILLE ROAD,FOSTERS,0,Tuscaloosa,POINT (-87.69003466999999 33.093933069999984),-87.69003466999999,33.093933069999984
WESLEY CHAPEL UNITED METHODIST CHURCH,15882 WESLEY CHAPEL ROAD,Ralph,0,Tuscaloosa,POINT (-87.73904838999998 33.12310978000001),-87.73904838999998,33.12310978000001
ROMULUS FIRE DEPT,16500 ROMULUS ROAD,BUHL,0,Tuscaloosa,POINT (-87.75222906999996 33.147241869999995),-87.75222906999996,33.147241869999995
UNITY BAPTIST CHURCH,6622 UNITY ROAD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.62040709999997 33.17306136999997),-87.62040709999997,33.17306136999997
COKER TOWN HALL,11549 EISENHOWER DRIVE,COKER,0,Tuscaloosa,POINT (-87.68709914000002 33.245801729999975),-87.68709914000002,33.245801729999975
FLATWOODS BAPTIST CHURCH,4520 70TH AVENUE,NORTHPORT,0,Tuscaloosa,POINT (-87.62982452999998 33.252002840000046),-87.62982452999998,33.252002840000046
ELROD VFD STATION,11789 MALONE CREEK RD,GORDO,0,Tuscaloosa,POINT (-87.79260094 33.25439812999999),-87.79260094,33.25439812999999
MOUNT OLIVE BAPTIST CHURCH,13303 MOUNT OLIVE RD,COKER,0,Tuscaloosa,POINT (-87.65079999999999 33.29986793000003),-87.65079999999999,33.29986793000003
ECHOLA FIRE DEPT,14908 ECHOLA ROAD,GORDO,0,Tuscaloosa,POINT (-87.78960000000004 33.34500000000002),-87.78960000000004,33.34500000000002
MONTGOMERY FIRE DEPT,16780 MORMON ROAD,NORTHPORT,0,Tuscaloosa,POINT (-87.71064749000003 33.39843507999999),-87.71064749000003,33.39843507999999
NORTHSIDE LIONS CLUB,13166 NORTHSIDE ROAD,Berry,0,Tuscaloosa,POINT (-87.64499999999998 33.46089999999997),-87.64499999999998,33.46089999999997
MAYFIELD FIRE DEPT,19572 HIGHWAY 171,FAYETTE,0,Tuscaloosa,POINT (-87.79749999999999 33.49120000000003),-87.79749999999999,33.49120000000003
Ridge/Concord Church,10730 Co Rd 12,Fayette,35555,Fayette,POINT (-87.8015 33.54516992000002),-87.8015,33.54516992000002
Newtonville Community Center,Center Road,Fayette,35555,Fayette,POINT (-87.82450000000003 33.545399999999965),-87.82450000000003,33.545399999999965
Lee/Belk Community Center,7941 Hwy 96,Kennedy,35574,Fayette,POINT (-87.93406994999998 33.640944799999964),-87.93406994999998,33.640944799999964
Trinity Church of God Fellowship Hall,2945 Co Rd 26,Fayette,35555,Fayette,POINT (-87.75468923000004 33.654344620000046),-87.75468923000004,33.654344620000046
Covin Voting Center,2580 Hwy 96,Fayette,35555,Fayette,POINT (-87.87745410999999 33.68812823000004),-87.87745410999999,33.68812823000004
Fayette Civic Center,530 Temple Ave N,Fayette,35555,Fayette,POINT (-87.83039999999995 33.69023047999999),-87.83039999999995,33.69023047999999
SHOTTSVILLE (FIRE DEPARTMENT),�400 CO HWY 56,HAMILTON,35570,Marion,POINT (-88.22702302000002 33.70448560999996),-88.22702302000002,33.70448560999996
Gilpin/Lawrence Mill VFD,490 Hwy 129,Fayette,35555,Fayette,POINT (-87.79484648999998 33.75267066000004),-87.79484648999998,33.75267066000004
Clear Cree/Cedar Grove Church-Moore Hall,80 Co Rd 49,Bankston,35542,Fayette,POINT (-87.67590000000004 33.76399999999997),-87.67590000000004,33.76399999999997
Cole/Paul Hubbert Pavilion,7360 Co Rd 49,Fayette,35555,Fayette,POINT (-87.73750000000003 33.825699999999976),-87.73750000000003,33.825699999999976
Killingsworth Baptist Church,90 Co Rd 44,Eldridge,35554,Fayette,POINT (-87.70870000000001 33.83829999999996),-87.70870000000001,33.83829999999996
HAGLER COMMUNITY CENTER,15451 HAGLER COALING ROAD,DUNCANVILLE,0,Tuscaloosa,POINT (-87.33868225000002 33.03661431000002),-87.33868225000002,33.03661431000002
BIG SANDY BAPTIST CHURCH,14611 OLD GREENSBORO ROAD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.56830596999997 33.0593605),-87.56830596999997,33.0593605
BOBBY MILLER ACTIVITY CENTER,300 BOBBY MILLER PKWY,TUSCALOOSA,0,Tuscaloosa,POINT (-87.53724669999997 33.121749880000024),-87.53724669999997,33.121749880000024
COALING TOWN HALL,11281 HAGLER COALING ROAD,COALING,0,Tuscaloosa,POINT (-87.33989999999997 33.157799999999966),-87.33989999999997,33.157799999999966
NEW LIFE BAPTIST CHURCH,5201 JUG FACTORY ROAD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.52066803000004 33.16122436999997),-87.52066803000004,33.16122436999997
COTTONDALE METHODIST CHURCH,2225 BUTTERMILK ROAD,COTTONDALE,0,Tuscaloosa,POINT (-87.44749999999999 33.172700000000006),-87.44749999999999,33.172700000000006
BELK ACTIVITY CENTER,2101 BOWERS PARK DR,TUSCALOOSA,0,Tuscaloosa,POINT (-87.51047516 33.17674255),-87.51047516,33.17674255
CORNERSTONE BAPTIST CHURCH,610 BROOKSDALE DR,TUSCALOOSA,0,Tuscaloosa,POINT (-87.54421233999997 33.181854249999994),-87.54421233999997,33.181854249999994
MCDONALD HUGHES COMMUNITY CENTER,3101 MLK JR BLVD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.57749999999996 33.18370000000003),-87.57749999999996,33.18370000000003
GRACE PRESBYTERIAN CHURCH (TEMPORARY),113 HARGROVE ROAD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.53746032999997 33.189201350000026),-87.53746032999997,33.189201350000026
MCABEE CENTER,3801 LOOP ROAD,TUSCALOOSA,0,Tuscaloosa,POINT (-87.48670196999996 33.19338607999997),-87.48670196999996,33.19338607999997
FOREST LAKE METHODIST CHURCH,1711 4TH AVE,TUSCALOOSA,0,Tuscaloosa,POINT (-87.54036713000005 33.19516754000002),-87.54036713000005,33.19516754000002
UNIVERSITY MALL,1701 MCFARLAND BLVD E,TUSCALOOSA,0,Tuscaloosa,POINT (-87.52391052 33.195804599999974),-87.52391052,33.195804599999974
STILLMAN COLLEGE (Due to construction location has changed to�Wynn Center),3601 STILLMAN BLVD,Tuscaloosa,0,Tuscaloosa,POINT (-87.58319092 33.20027541999996),-87.58319092,33.20027541999996
TUSCALOOSA CO COURTHOUSE ANNEX,2501 7TH STREET,TUSCALOOSA,0,Tuscaloosa,POINT (-87.56924437999999 33.20714951000003),-87.56924437999999,33.20714951000003
ALBERTA BAPTIST CHURCH,2210 UNIVERSITY BLVD EAST,TUSCALOOSA,0,Tuscaloosa,POINT (-87.53280000000002 33.20720000000003),-87.53280000000002,33.20720000000003
U OF A STUDENT REC CENTER,401 5TH AVE E,TUSCALOOSA,0,Tuscaloosa,POINT (-87.53176116999995 33.212562559999995),-87.53176116999995,33.212562559999995
SOMA CHURCH,212 44TH CT NE,TUSCALOOSA,0,Tuscaloosa,POINT (-87.47895812999995 33.217113490000045),-87.47895812999995,33.217113490000045
NORTHPORT COMMUNITY CENTER,2100 PARK STREET,NORTHPORT,0,Tuscaloosa,POINT (-87.57870000000004 33.22310000000003),-87.57870000000004,33.22310000000003
NEW ZION MISSIONARY BAPTIST CHURCH,1317 MARTIN LUTHER KING JR,NORTHPORT,0,Tuscaloosa,POINT (-87.57221908 33.22734468999997),-87.57221908,33.22734468999997
CHURCH OF THE HIGHLANDS,721 RICE MINE ROAD NE,TUSCALOOSA,0,Tuscaloosa,POINT (-87.52503203999999 33.22931670999997),-87.52503203999999,33.22931670999997
DAYSTAR FAMILY CHURCH,3975 WATERMELON ROAD,NORTHPORT,0,Tuscaloosa,POINT (-87.55820000000001 33.23479999999998),-87.55820000000001,33.23479999999998
Hillcrest Baptist Church,10045 US Hwy 82,Maplesville,36750,Chilton,POINT (-86.84178474999996 32.73242209999997),-86.84178474999996,32.73242209999997
Fairview Fire Station,9597 Co Rd 37,Clanton,35045,Chilton,POINT (-86.71719999999996 32.78739861000003),-86.71719999999996,32.78739861000003
Maplesville Library,9400 AL Hwy 22,Maplesville,36750,Chilton,POINT (-86.87151874999999 32.788500000000035),-86.87151874999999,32.788500000000035
Isabella Fire Station,1960 Co Rd 29,Maplesville,36750,Chilton,POINT (-86.78702777000004 32.82864445999999),-86.78702777000004,32.82864445999999
Mars Hill - West Chilton Fire Station,2678 Co Rd 42,Jemison,35085,Chilton,POINT (-86.77347394 32.9682792),-86.77347394,32.9682792
Providence Baptist Chruch #1,190 Co Rd 46,Montevallo,35115,Chilton,POINT (-86.80102893000004 33.019159140000035),-86.80102893000004,33.019159140000035
Roy Downs Memorial Calera Library,9700 Hwy 25,Calera,35040,Shelby,POINT (-86.76920304000002 33.09703403999997),-86.76920304000002,33.09703403999997
Stewart Student Retreat Center,508 Student Retreat Dr,Montevallo,35115,Shelby,POINT (-86.87031555 33.11052704000003),-86.87031555,33.11052704000003
Hope Mountain Church,11215 Hwy 22,Calera,35040,Shelby,POINT (-86.75632477000002 33.15445327999999),-86.75632477000002,33.15445327999999
Church of Jesus Christ of Latter Day Saints,210 Lacey Ave,Maylene,35114,Shelby,POINT (-86.86544602999997 33.2235),-86.86544602999997,33.2235
Restore - 1st UMC of Alabaster,128 Market Center Dr,Alabaster,35007,Shelby,POINT (-86.82192993000002 33.237548830000044),-86.82192993000002,33.237548830000044
Evangel Presbyterian Church,423 Thompson Rd,Alabaster,35007,Shelby,POINT (-86.83792877000003 33.238224029999955),-86.83792877000003,33.238224029999955
NORTHPORT CITY HALL,3500 MCFARLAND BLVD,NORTHPORT,0,Tuscaloosa,POINT (-87.59254137999997 33.24001171999999),-87.59254137999997,33.24001171999999
MARY PHELPS CENTER,2200 ROCK QUARRY DR,TUSCALOOSA,0,Tuscaloosa,POINT (-87.50998688000001 33.26477813999997),-87.50998688000001,33.26477813999997
CHAPEL HILL BAPTIST CHURCH,8790 HIGHWAY 43 NORTH,NORTHPORT,0,Tuscaloosa,POINT (-87.59900000000003 33.27366848999997),-87.59900000000003,33.27366848999997
YELLOW CREEK BAPTIST CHURCH,15515 YELLOW CREEK ROAD,Tuscaloosa,0,Tuscaloosa,POINT (-87.47259521 33.35607910000002),-87.47259521,33.35607910000002
STATION 2 CARROLL�S CREEK VFD � 11604 STONEHEDGE ROAD,11604 STONEHEDGE ROAD,Northport,0,Tuscaloosa,POINT (-87.5746 33.36020000000001),-87.5746,33.36020000000001
KELLERMAN ANTIOCH BAPTIST CHURCH,15755 LOCK 17 ROAD,Brookwood,0,Tuscaloosa,POINT (-87.32825401999996 33.36508163999998),-87.32825401999996,33.36508163999998
COUNTY ROAD CAMP #3,17504 FINNELL ROAD,Northport,0,Tuscaloosa,POINT (-87.59520000000003 33.40740000000004),-87.59520000000003,33.40740000000004
PREC 3220 � OAK GROVE FIRST BAPTIST CHURCH,9161 CAMP OLIVER RD,BESSEMER,35023,Jefferson,POINT (-87.2003 33.46590000000004),-87.2003,33.46590000000004
WINDHAM SPRING BAPTIST CHURCH,20105 HWY 69 NORTH,Berry,0,Tuscaloosa,POINT (-87.49782276000003 33.48921564999998),-87.49782276000003,33.48921564999998
WHITSON PLACE CHURCH OF CHRIST,13231 BRANDON SCHOOL ROAD,Berry,0,Tuscaloosa,POINT (-87.41264141999997 33.57345858000002),-87.41264141999997,33.57345858000002
10 - TUTWILER FIRE DEPARTMENT,6320 TUTWILER RD,OAKMAN,35579,Walker,POINT (-87.28682829000003 33.598464139999976),-87.28682829000003,33.598464139999976
20 - LIBERTY HILL CHURCH,10870 LIBERTY HILL RD,OAKMAN,35579,Walker,POINT (-87.36454111999997 33.6378),-87.36454111999997,33.6378
Boley Springs Church,3828 Co Rd 83,berry,35546,Fayette,POINT (-87.50812719999998 33.652576729999964),-87.50812719999998,33.652576729999964
19 - COPELAND FERRY CHURCH OF GOD,16255 HIGHWAY 269,QUINTON,35130,Walker,POINT (-87.16647788000002 33.65996655999998),-87.16647788000002,33.65996655999998
Berry Civic Center,School Ave,Berry,35546,Fayette,POINT (-87.60090000000004 33.66350000000004),-87.60090000000004,33.66350000000004
11 - UNION HALL/GOODSPRINGS,119 GOODSPRINGS RD,PARRISH,35580,Walker,POINT (-87.24279999999999 33.67439999999996),-87.24279999999999,33.67439999999996
41 - PLEASANTFIELD COMMUNITY CENTER,4880 PLEASANTFIELD RD,PARRISH,35580,Walker,POINT (-87.29850000000005 33.67459999999999),-87.29850000000005,33.67459999999999
09 - OAKMAN COMMUNITY CENTER,7210 NEW OAKMAN HWY,OAKMAN,35579,Walker,POINT (-87.36982215000003 33.718800000000044),-87.36982215000003,33.718800000000044
Gorges Creek/Pea Ridge Community Church,Pea Ridge Road,Berry,35546,Fayette,POINT (-87.58110000000002 33.73020000000004),-87.58110000000002,33.73020000000004
12 - CORDOVA VFW BUILDING,65 3RD AVE,CORDOVA,35550,Walker,POINT (-87.18314475999996 33.761655240000024),-87.18314475999996,33.761655240000024
14 - UNION CHAPEL COMMUNITY CENTER,6670 OLD BIRMINGHAM HWY,JASPER,35504,Walker,POINT (-87.23749999999995 33.826399999999985),-87.23749999999995,33.826399999999985
04 - MEADOW SMITH LIBRARY/FRISCO,419 CRUTCHFIELD BLVD,JASPER,35501,Walker,POINT (-87.26928399999997 33.826700000000024),-87.26928399999997,33.826700000000024
06 - TOWNLEY COMMUNITY CENTER,62 TOWNLEY SCHOOL RD,TOWNLEY,35587,Walker,POINT (-87.42680666999996 33.82870000000004),-87.42680666999996,33.82870000000004
07 - MEMORIAL PARK NATATORIUM,610 10TH AVE,JASPER,35501,Walker,POINT (-87.28659999999998 33.84571735000003),-87.28659999999998,33.84571735000003
29 - TOWNLEY VOL FIRE DEPT STATION #2,6848 HOLLY GROVE RD,JASPER,35501,Walker,POINT (-87.37095653 33.84646299),-87.37095653,33.84646299
01 - JASPER MALL,300 HWY 78 E,JASPER,35501,Walker,POINT (-87.2792 33.84909999999996),-87.2792,33.84909999999996
28 - BOLDO COMMUNITY BUILDING,719 DOWDEY RD,JASPER,35504,Walker,POINT (-87.19519999999999 33.85748525),-87.19519999999999,33.85748525
TANNEHILL VALLEY BAPTIST CHURCH,12858 TANNEHILL PARKWAY,McCalla,0,Tuscaloosa,POINT (-87.08319999999996 33.271743899999976),-87.08319999999996,33.271743899999976
LAKEVIEW BAPTIST CHURCH,21168 MOUNTAIN VIEW CIRCLE,Lake View,0,Tuscaloosa,POINT (-87.13859999999998 33.278900000000014),-87.13859999999998,33.278900000000014
PREC 3020 � OASIS OF PRAISE CHURCH,6922 POCAHONTAS RD,BESSEMER,35022,Jefferson,POINT (-86.98295475999998 33.30381664999999),-86.98295475999998,33.30381664999999
PREC 2215 � GRANT STREET BAPTIST CHURCH,724 GRANT ST,BESSEMER,35020,Jefferson,POINT (-86.98001205000004 33.357647230000005),-86.98001205000004,33.357647230000005
PREC 3300 � JOHNS COMMUNITY CENTER,7800 CHURCH ST,ADGER,35006,Jefferson,POINT (-87.10320000000002 33.36780000000001),-87.10320000000002,33.36780000000001
PREC 2245/3060 � BESSEMER CIVIC CENTER,1130 9TH AVE SW,BIRMINGHAM,35022,Jefferson,POINT (-86.99522851999997 33.369371480000005),-86.99522851999997,33.369371480000005
PREC 2210 � JONESBORO ELEMENTARY SCHOOL,125 OWEN AVE,BESSEMER,35020,Jefferson,POINT (-86.95879999999998 33.37759189),-86.95879999999998,33.37759189
PREC 3270 � MUSCODA COMMUNITY CENTER,400 ASBURY HOWARD S,BESSEMER,35020,Jefferson,POINT (-86.93880000000003 33.37909999999999),-86.93880000000003,33.37909999999999
PREC 2340 � THOMPSON MANOR COMMUNITY CENTER,1520 EXETER CT,BIRMINGHAM,35020,Jefferson,POINT (-86.94679661999999 33.392813289999985),-86.94679661999999,33.392813289999985
PREC 2240 � FIRE DEPARTMENT ADMINISTRATIVE BLDG,1101 2ND AVE N,BESSEMER,35020,Jefferson,POINT (-86.95960000000001 33.39299999999998),-86.95960000000001,33.39299999999998
PREC 2360 � BESSEMER RECREATION CENTER,100 14TH STREET S,BESSEMER,35020,Jefferson,POINT (-86.95409999999995 33.39489999999998),-86.95409999999995,33.39489999999998
PREC 3250 � BESSEMER FIRE STATION #5,1715 LONG 12TH ST,BESSEMER,35020,Jefferson,POINT (-86.97713144 33.405546260000044),-86.97713144,33.405546260000044
PREC 2110 � SOUTHSIDE HOMES COMMUNITY CENTER,2501 CLARENDON AVE,BESSEMER,35020,Jefferson,POINT (-86.94070000000004 33.40629999999997),-86.94070000000004,33.40629999999997
PREC 2120 � DUNBAR-ABRAMS COMMUNITY CENTER,2715 6TH AVE N,BESSEMER,35020,Jefferson,POINT (-86.94951663999997 33.41333050000001),-86.94951663999997,33.41333050000001
PREC 3140 � VALLEY CREEK BAPTIST CHURCH,3253 VIRGINIA DR,BESSEMER,35023,Jefferson,POINT (-87.04709999999999 33.419099999999986),-87.04709999999999,33.419099999999986
PREC 3090 � BROOKLANE COMMUNITY CENTER,2500 BROOKLANE DR,BESSEMER,35023,Jefferson,POINT (-86.97899999999997 33.43049999999998),-86.97899999999997,33.43049999999998
